app.js:7174 📦 [DATABASE STARTUP] Inspección de data-bundle.json
app.js:883 🏎️ [SPEED MATH] arcaninehisui | Speed Base: 90 | EV/IV Calc: 125 | Habilidad/Objeto/Viento Afín(Mod): 1 | VELOCIDAD FINAL: 125
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs venusaur | BP: 90 | Atk: 147 / Def: 120 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 128 - 151
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs aegislash | BP: 90 | Atk: 147 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(0.75) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs aegislash | BP: 90 | Atk: 147 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 24 - 28
app.js:883 🏎️ [SPEED MATH] tyranitar | Speed Base: 61 | EV/IV Calc: 85 | Habilidad/Objeto/Viento Afín(Mod): 1 | VELOCIDAD FINAL: 85
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs arcaninehisui | BP: 65 | Atk: 173 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 65 - 77
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs arcaninehisui | BP: 100 | Atk: 173 / Def: 100 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 199 - 234
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs arcaninehisui | BP: 100 | Atk: 173 / Def: 100 | Modificadores: STAB(1), Efectividad(4), Clima(1), Spread(0.75) | Rango: 199 - 234
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs azumarill | BP: 65 | Atk: 173 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 32 - 38
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs azumarill | BP: 100 | Atk: 173 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 99 - 117
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs azumarill | BP: 100 | Atk: 173 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(0.75) | Rango: 49 - 58
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs kingambit | BP: 65 | Atk: 173 / Def: 140 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 23 - 28
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs kingambit | BP: 100 | Atk: 173 / Def: 140 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 35 - 42
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs kingambit | BP: 100 | Atk: 173 / Def: 140 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(0.75) | Rango: 71 - 84
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs farigiraf | BP: 65 | Atk: 173 / Def: 90 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 145 - 170
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs farigiraf | BP: 100 | Atk: 173 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 110 - 129
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs farigiraf | BP: 100 | Atk: 173 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(0.75) | Rango: 55 - 64
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs excadrillmega | BP: 65 | Atk: 173 / Def: 120 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 55 - 64
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs excadrillmega | BP: 100 | Atk: 173 / Def: 120 | Modificadores: STAB(1.5), Efectividad(0.25), Clima(1), Spread(1) | Rango: 20 - 24
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs excadrillmega | BP: 100 | Atk: 173 / Def: 120 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(0.75) | Rango: 83 - 98
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs charizardmegay | BP: 65 | Atk: 173 / Def: 98 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 66 - 78
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs charizardmegay | BP: 100 | Atk: 173 / Def: 98 | Modificadores: STAB(1.5), Efectividad(4), Clima(1), Spread(1) | Rango: 406 - 478
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs charizardmegay | BP: 100 | Atk: 173 / Def: 98 | Modificadores: STAB(1), Efectividad(0), Clima(1), Spread(0.75) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs whimsicott | BP: 65 | Atk: 173 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 31 - 36
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs whimsicott | BP: 100 | Atk: 173 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 94 - 111
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs whimsicott | BP: 100 | Atk: 173 / Def: 105 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 23 - 27
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs venusaur | BP: 65 | Atk: 173 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 63 - 75
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs venusaur | BP: 100 | Atk: 173 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 96 - 113
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs venusaur | BP: 100 | Atk: 173 / Def: 103 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(0.75) | Rango: 48 - 56
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs aegislash | BP: 65 | Atk: 173 / Def: 160 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 83 - 98
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs aegislash | BP: 100 | Atk: 173 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 31 - 37
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs aegislash | BP: 100 | Atk: 173 / Def: 160 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(0.75) | Rango: 63 - 74
app.js:883 🏎️ [SPEED MATH] excadrillmega | Speed Base: 103 | EV/IV Calc: 139 | Habilidad/Objeto/Viento Afín(Mod): 1 | VELOCIDAD FINAL: 139
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs arcaninehisui | BP: 80 | Atk: 189 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 87 - 102
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs arcaninehisui | BP: 100 | Atk: 189 / Def: 100 | Modificadores: STAB(1.5), Efectividad(4), Clima(1), Spread(0.75) | Rango: 325 - 383
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs arcaninehisui | BP: 50 | Atk: 189 / Def: 100 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 18 - 21
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs azumarill | BP: 80 | Atk: 189 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 87 - 102
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs azumarill | BP: 100 | Atk: 189 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 81 - 95
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs azumarill | BP: 50 | Atk: 189 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 37 - 43
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs kingambit | BP: 80 | Atk: 189 / Def: 140 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 31 - 37
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs kingambit | BP: 100 | Atk: 189 / Def: 140 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(0.75) | Rango: 117 - 138
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs kingambit | BP: 50 | Atk: 189 / Def: 140 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 13 - 15
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs farigiraf | BP: 80 | Atk: 189 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 96 - 113
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs farigiraf | BP: 100 | Atk: 189 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 90 - 106
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs farigiraf | BP: 50 | Atk: 189 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 40 - 48
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs tyranitar | BP: 80 | Atk: 189 / Def: 130 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 135 - 159
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs tyranitar | BP: 100 | Atk: 189 / Def: 130 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(0.75) | Rango: 126 - 148
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs tyranitar | BP: 50 | Atk: 189 / Def: 130 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 14 - 16
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs charizardmegay | BP: 80 | Atk: 189 / Def: 98 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 44 - 52
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs charizardmegay | BP: 100 | Atk: 189 / Def: 98 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(0.75) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs charizardmegay | BP: 50 | Atk: 189 / Def: 98 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 37 - 44
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs whimsicott | BP: 80 | Atk: 189 / Def: 105 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 166 - 196
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs whimsicott | BP: 100 | Atk: 189 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 38 - 45
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs whimsicott | BP: 50 | Atk: 189 / Def: 105 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 35 - 41
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs venusaur | BP: 80 | Atk: 189 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 84 - 99
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs venusaur | BP: 100 | Atk: 189 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 79 - 93
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs venusaur | BP: 50 | Atk: 189 / Def: 103 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 36 - 42
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs aegislash | BP: 80 | Atk: 189 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 27 - 32
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs aegislash | BP: 100 | Atk: 189 / Def: 160 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(0.75) | Rango: 103 - 121
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs aegislash | BP: 50 | Atk: 189 / Def: 160 | Modificadores: STAB(1), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:883 🏎️ [SPEED MATH] charizardmegay | Speed Base: 100 | EV/IV Calc: 136 | Habilidad/Objeto/Viento Afín(Mod): 1 | VELOCIDAD FINAL: 136
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs arcaninehisui | BP: 120 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 83 - 98
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs arcaninehisui | BP: 50 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 17 - 21
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs arcaninehisui | BP: 75 | Atk: 183 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 39 - 46
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs arcaninehisui | BP: 70 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(4), Clima(1), Spread(1) | Rango: 198 - 233
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs azumarill | BP: 120 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 167 - 197
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs azumarill | BP: 50 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 35 - 42
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs azumarill | BP: 75 | Atk: 183 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 79 - 93
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs azumarill | BP: 70 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 49 - 58
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs kingambit | BP: 120 | Atk: 183 / Def: 105 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 39 - 47
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs kingambit | BP: 50 | Atk: 183 / Def: 105 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 17 - 20
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs kingambit | BP: 75 | Atk: 183 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 37 - 44
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs kingambit | BP: 70 | Atk: 183 / Def: 105 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 94 - 111
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs farigiraf | BP: 120 | Atk: 183 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 92 - 109
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs farigiraf | BP: 50 | Atk: 183 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 39 - 46
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs farigiraf | BP: 75 | Atk: 183 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 88 - 103
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs farigiraf | BP: 70 | Atk: 183 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 54 - 64
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs tyranitar | BP: 120 | Atk: 183 / Def: 120 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 140 - 165
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs tyranitar | BP: 50 | Atk: 183 / Def: 120 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 15 - 17
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs tyranitar | BP: 75 | Atk: 183 / Def: 120 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 33 - 39
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs tyranitar | BP: 70 | Atk: 183 / Def: 120 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 83 - 97
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs excadrillmega | BP: 120 | Atk: 183 / Def: 85 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 98 - 115
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs excadrillmega | BP: 50 | Atk: 183 / Def: 85 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 20 - 24
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs excadrillmega | BP: 75 | Atk: 183 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 46 - 54
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs excadrillmega | BP: 70 | Atk: 183 / Def: 85 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 116 - 136
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs whimsicott | BP: 120 | Atk: 183 / Def: 95 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 44 - 51
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs whimsicott | BP: 50 | Atk: 183 / Def: 95 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 37 - 44
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs whimsicott | BP: 75 | Atk: 183 / Def: 95 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 167 - 196
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs whimsicott | BP: 70 | Atk: 183 / Def: 95 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 26 - 30
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs venusaur | BP: 120 | Atk: 183 / Def: 120 | Modificadores: STAB(1), Efectividad(0.25), Clima(1), Spread(1) | Rango: 17 - 20
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs venusaur | BP: 50 | Atk: 183 / Def: 120 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 30 - 35
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs venusaur | BP: 75 | Atk: 183 / Def: 120 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 133 - 156
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs venusaur | BP: 70 | Atk: 183 / Def: 120 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 41 - 48
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs aegislash | BP: 120 | Atk: 183 / Def: 160 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 26 - 31
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs aegislash | BP: 50 | Atk: 183 / Def: 160 | Modificadores: STAB(1), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs aegislash | BP: 75 | Atk: 183 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 25 - 29
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs aegislash | BP: 70 | Atk: 183 / Def: 160 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 63 - 74
app.js:883 🏎️ [SPEED MATH] whimsicott | Speed Base: 116 | EV/IV Calc: 154 | Habilidad/Objeto/Viento Afín(Mod): 1 | VELOCIDAD FINAL: 154
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs arcaninehisui | BP: 95 | Atk: 101 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 28 - 33
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs azumarill | BP: 95 | Atk: 101 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 56 - 66
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs kingambit | BP: 95 | Atk: 101 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 53 - 63
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs farigiraf | BP: 95 | Atk: 101 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 62 - 73
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs tyranitar | BP: 95 | Atk: 101 / Def: 120 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 94 - 111
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs excadrillmega | BP: 95 | Atk: 101 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 32 - 38
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs charizardmegay | BP: 95 | Atk: 101 / Def: 135 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 21 - 24
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs venusaur | BP: 95 | Atk: 101 / Def: 120 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 23 - 27
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs aegislash | BP: 95 | Atk: 101 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 18 - 21
app.js:883 🏎️ [SPEED MATH] venusaur | Speed Base: 80 | EV/IV Calc: 104 | Habilidad/Objeto/Viento Afín(Mod): 1 | VELOCIDAD FINAL: 104
app.js:1204 💥 [DAMAGE MATH] venusaur usa Gigadrain vs arcaninehisui | BP: 75 | Atk: 136 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 59 - 70
app.js:1204 💥 [DAMAGE MATH] venusaur usa Weatherball vs arcaninehisui | BP: 50 | Atk: 136 / Def: 100 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 13 - 15
app.js:1204 💥 [DAMAGE MATH] venusaur usa Sludgebomb vs arcaninehisui | BP: 90 | Atk: 136 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 35 - 41
app.js:1204 💥 [DAMAGE MATH] venusaur usa Gigadrain vs azumarill | BP: 75 | Atk: 136 / Def: 100 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 119 - 140
app.js:1204 💥 [DAMAGE MATH] venusaur usa Weatherball vs azumarill | BP: 50 | Atk: 136 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 27 - 31
app.js:1204 💥 [DAMAGE MATH] venusaur usa Sludgebomb vs azumarill | BP: 90 | Atk: 136 / Def: 100 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 142 - 167
app.js:1204 💥 [DAMAGE MATH] venusaur usa Gigadrain vs kingambit | BP: 75 | Atk: 136 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 28 - 33
app.js:1204 💥 [DAMAGE MATH] venusaur usa Weatherball vs kingambit | BP: 50 | Atk: 136 / Def: 105 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 12 - 15
app.js:1204 💥 [DAMAGE MATH] venusaur usa Sludgebomb vs kingambit | BP: 90 | Atk: 136 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] venusaur usa Gigadrain vs farigiraf | BP: 75 | Atk: 136 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 66 - 77
app.js:1204 💥 [DAMAGE MATH] venusaur usa Weatherball vs farigiraf | BP: 50 | Atk: 136 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 29 - 35
app.js:1204 💥 [DAMAGE MATH] venusaur usa Sludgebomb vs farigiraf | BP: 90 | Atk: 136 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 78 - 92
app.js:1204 💥 [DAMAGE MATH] venusaur usa Gigadrain vs tyranitar | BP: 75 | Atk: 136 / Def: 120 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 100 - 118
app.js:1204 💥 [DAMAGE MATH] venusaur usa Weatherball vs tyranitar | BP: 50 | Atk: 136 / Def: 120 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 11 - 13
app.js:1204 💥 [DAMAGE MATH] venusaur usa Sludgebomb vs tyranitar | BP: 90 | Atk: 136 / Def: 120 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 29 - 35
app.js:1204 💥 [DAMAGE MATH] venusaur usa Gigadrain vs excadrillmega | BP: 75 | Atk: 136 / Def: 85 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 69 - 82
app.js:1204 💥 [DAMAGE MATH] venusaur usa Weatherball vs excadrillmega | BP: 50 | Atk: 136 / Def: 85 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 15 - 18
app.js:1204 💥 [DAMAGE MATH] venusaur usa Sludgebomb vs excadrillmega | BP: 90 | Atk: 136 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] venusaur usa Gigadrain vs charizardmegay | BP: 75 | Atk: 136 / Def: 135 | Modificadores: STAB(1.5), Efectividad(0.25), Clima(1), Spread(1) | Rango: 11 - 13
app.js:1204 💥 [DAMAGE MATH] venusaur usa Weatherball vs charizardmegay | BP: 50 | Atk: 136 / Def: 135 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 20 - 24
